Sample Name	Protocol REF	Parameter Value[Concentration measurement]	Performer	Date	Extract Name	Characteristics[Concentration]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Provider name]	Parameter Value[Provider contact]	Parameter Value[Provider project ID]	Parameter Value[Provider sample ID]	Parameter Value[Provider QC status]	Parameter Value[Requestor contact]	Parameter Value[Requestor project]	Parameter Value[Requestor sample ID]	Parameter Value[Concentration measurement]	Parameter Value[Library source]	Parameter Value[Library strategy]	Parameter Value[Library selection]	Parameter Value[Library layout]	Parameter Value[Library kit]	Parameter Value[Target insert size]	Parameter Value[Wet-lab insert size]	Performer	Date	Extract Name	Characteristics[Folder name]	Characteristics[Concentration]	Unit	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Platform]	Parameter Value[Instrument model]	Parameter Value[Base quality encoding]	Parameter Value[Center name]	Parameter Value[Center contact]	Performer	Date	Raw Data File
P4919-N1	Nucleic acid extraction WGS				P4919-N1-DNA1					Library construction WGS																			P14919-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4920-N1	Nucleic acid extraction WGS				P4920-N1-DNA1					Library construction WGS																			P14920-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4921-N1	Nucleic acid extraction WGS				P4921-N1-DNA1					Library construction WGS																			P14921-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4922-N1	Nucleic acid extraction WGS				P4922-N1-DNA1					Library construction WGS																			P14922-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4923-N1	Nucleic acid extraction WGS				P4923-N1-DNA1					Library construction WGS																			P14923-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4924-N1	Nucleic acid extraction WGS				P4924-N1-DNA1					Library construction WGS																			P14924-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4925-N1	Nucleic acid extraction WGS				P4925-N1-DNA1					Library construction WGS																			P14925-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4926-N1	Nucleic acid extraction WGS				P4926-N1-DNA1					Library construction WGS																			P14926-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4927-N1	Nucleic acid extraction WGS				P4927-N1-DNA1					Library construction WGS																			P14927-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4928-N1	Nucleic acid extraction WGS				P4928-N1-DNA1					Library construction WGS																			P14928-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4929-N1	Nucleic acid extraction WGS				P4929-N1-DNA1					Library construction WGS																			P14929-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4930-N1	Nucleic acid extraction WGS				P4930-N1-DNA1					Library construction WGS																			P14930-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4931-N1	Nucleic acid extraction WGS				P4931-N1-DNA1					Library construction WGS																			P14931-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4932-N1	Nucleic acid extraction WGS				P4932-N1-DNA1					Library construction WGS																			P14932-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4933-N1	Nucleic acid extraction WGS				P4933-N1-DNA1					Library construction WGS																			P14933-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4934-N1	Nucleic acid extraction WGS				P4934-N1-DNA1					Library construction WGS																			P14934-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4935-N1	Nucleic acid extraction WGS				P4935-N1-DNA1					Library construction WGS																			P14935-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4936-N1	Nucleic acid extraction WGS				P4936-N1-DNA1					Library construction WGS																			P14936-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4937-N1	Nucleic acid extraction WGS				P4937-N1-DNA1					Library construction WGS																			P14937-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4938-N1	Nucleic acid extraction WGS				P4938-N1-DNA1					Library construction WGS																			P14938-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4939-N1	Nucleic acid extraction WGS				P4939-N1-DNA1					Library construction WGS																			P14939-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4940-N1	Nucleic acid extraction WGS				P4940-N1-DNA1					Library construction WGS																			P14940-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4941-N1	Nucleic acid extraction WGS				P4941-N1-DNA1					Library construction WGS																			P14941-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4942-N1	Nucleic acid extraction WGS				P4942-N1-DNA1					Library construction WGS																			P14942-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4943-N1	Nucleic acid extraction WGS				P4943-N1-DNA1					Library construction WGS																			P14943-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4944-N1	Nucleic acid extraction WGS				P4944-N1-DNA1					Library construction WGS																			P14944-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4945-N1	Nucleic acid extraction WGS				P4945-N1-DNA1					Library construction WGS																			P14945-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4946-N1	Nucleic acid extraction WGS				P4946-N1-DNA1					Library construction WGS																			P14946-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4947-N1	Nucleic acid extraction WGS				P4947-N1-DNA1					Library construction WGS																			P14947-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4948-N1	Nucleic acid extraction WGS				P4948-N1-DNA1					Library construction WGS																			P14948-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4949-N1	Nucleic acid extraction WGS				P4949-N1-DNA1					Library construction WGS																			P14949-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4950-N1	Nucleic acid extraction WGS				P4950-N1-DNA1					Library construction WGS																			P14950-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4951-N1	Nucleic acid extraction WGS				P4951-N1-DNA1					Library construction WGS																			P14951-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4952-N1	Nucleic acid extraction WGS				P4952-N1-DNA1					Library construction WGS																			P14952-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4953-N1	Nucleic acid extraction WGS				P4953-N1-DNA1					Library construction WGS																			P14953-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4954-N1	Nucleic acid extraction WGS				P4954-N1-DNA1					Library construction WGS																			P14954-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4955-N1	Nucleic acid extraction WGS				P4955-N1-DNA1					Library construction WGS																			P14955-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4956-N1	Nucleic acid extraction WGS				P4956-N1-DNA1					Library construction WGS																			P14956-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4957-N1	Nucleic acid extraction WGS				P4957-N1-DNA1					Library construction WGS																			P14957-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4958-N1	Nucleic acid extraction WGS				P4958-N1-DNA1					Library construction WGS																			P14958-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4959-N1	Nucleic acid extraction WGS				P4959-N1-DNA1					Library construction WGS																			P14959-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4960-N1	Nucleic acid extraction WGS				P4960-N1-DNA1					Library construction WGS																			P14960-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4961-N1	Nucleic acid extraction WGS				P4961-N1-DNA1					Library construction WGS																			P14961-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4962-N1	Nucleic acid extraction WGS				P4962-N1-DNA1					Library construction WGS																			P14962-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4963-N1	Nucleic acid extraction WGS				P4963-N1-DNA1					Library construction WGS																			P14963-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4964-N1	Nucleic acid extraction WGS				P4964-N1-DNA1					Library construction WGS																			P14964-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4965-N1	Nucleic acid extraction WGS				P4965-N1-DNA1					Library construction WGS																			P14965-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4966-N1	Nucleic acid extraction WGS				P4966-N1-DNA1					Library construction WGS																			P14966-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4967-N1	Nucleic acid extraction WGS				P4967-N1-DNA1					Library construction WGS																			P14967-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4968-N1	Nucleic acid extraction WGS				P4968-N1-DNA1					Library construction WGS																			P14968-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4969-N1	Nucleic acid extraction WGS				P4969-N1-DNA1					Library construction WGS																			P14969-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4970-N1	Nucleic acid extraction WGS				P4970-N1-DNA1					Library construction WGS																			P14970-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4971-N1	Nucleic acid extraction WGS				P4971-N1-DNA1					Library construction WGS																			P14971-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4972-N1	Nucleic acid extraction WGS				P4972-N1-DNA1					Library construction WGS																			P14972-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4973-N1	Nucleic acid extraction WGS				P4973-N1-DNA1					Library construction WGS																			P14973-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4974-N1	Nucleic acid extraction WGS				P4974-N1-DNA1					Library construction WGS																			P14974-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4975-N1	Nucleic acid extraction WGS				P4975-N1-DNA1					Library construction WGS																			P14975-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4976-N1	Nucleic acid extraction WGS				P4976-N1-DNA1					Library construction WGS																			P14976-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4977-N1	Nucleic acid extraction WGS				P4977-N1-DNA1					Library construction WGS																			P14977-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4978-N1	Nucleic acid extraction WGS				P4978-N1-DNA1					Library construction WGS																			P14978-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4979-N1	Nucleic acid extraction WGS				P4979-N1-DNA1					Library construction WGS																			P14979-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4980-N1	Nucleic acid extraction WGS				P4980-N1-DNA1					Library construction WGS																			P14980-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4981-N1	Nucleic acid extraction WGS				P4981-N1-DNA1					Library construction WGS																			P14981-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4982-N1	Nucleic acid extraction WGS				P4982-N1-DNA1					Library construction WGS																			P14982-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4983-N1	Nucleic acid extraction WGS				P4983-N1-DNA1					Library construction WGS																			P14983-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4984-N1	Nucleic acid extraction WGS				P4984-N1-DNA1					Library construction WGS																			P14984-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4985-N1	Nucleic acid extraction WGS				P4985-N1-DNA1					Library construction WGS																			P14985-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4986-N1	Nucleic acid extraction WGS				P4986-N1-DNA1					Library construction WGS																			P14986-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4987-N1	Nucleic acid extraction WGS				P4987-N1-DNA1					Library construction WGS																			P14987-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4988-N1	Nucleic acid extraction WGS				P4988-N1-DNA1					Library construction WGS																			P14988-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4989-N1	Nucleic acid extraction WGS				P4989-N1-DNA1					Library construction WGS																			P14989-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4990-N1	Nucleic acid extraction WGS				P4990-N1-DNA1					Library construction WGS																			P14990-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4991-N1	Nucleic acid extraction WGS				P4991-N1-DNA1					Library construction WGS																			P14991-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4992-N1	Nucleic acid extraction WGS				P4992-N1-DNA1					Library construction WGS																			P14992-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4993-N1	Nucleic acid extraction WGS				P4993-N1-DNA1					Library construction WGS																			P14993-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4994-N1	Nucleic acid extraction WGS				P4994-N1-DNA1					Library construction WGS																			P14994-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4995-N1	Nucleic acid extraction WGS				P4995-N1-DNA1					Library construction WGS																			P14995-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4996-N1	Nucleic acid extraction WGS				P4996-N1-DNA1					Library construction WGS																			P14996-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4997-N1	Nucleic acid extraction WGS				P4997-N1-DNA1					Library construction WGS																			P14997-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4998-N1	Nucleic acid extraction WGS				P4998-N1-DNA1					Library construction WGS																			P14998-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P4999-N1	Nucleic acid extraction WGS				P4999-N1-DNA1					Library construction WGS																			P14999-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5000-N1	Nucleic acid extraction WGS				P5000-N1-DNA1					Library construction WGS																			P15000-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5001-N1	Nucleic acid extraction WGS				P5001-N1-DNA1					Library construction WGS																			P15001-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5002-N1	Nucleic acid extraction WGS				P5002-N1-DNA1					Library construction WGS																			P15002-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5003-N1	Nucleic acid extraction WGS				P5003-N1-DNA1					Library construction WGS																			P15003-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5004-N1	Nucleic acid extraction WGS				P5004-N1-DNA1					Library construction WGS																			P15004-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5005-N1	Nucleic acid extraction WGS				P5005-N1-DNA1					Library construction WGS																			P15005-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5006-N1	Nucleic acid extraction WGS				P5006-N1-DNA1					Library construction WGS																			P15006-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5007-N1	Nucleic acid extraction WGS				P5007-N1-DNA1					Library construction WGS																			P15007-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5008-N1	Nucleic acid extraction WGS				P5008-N1-DNA1					Library construction WGS																			P15008-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5009-N1	Nucleic acid extraction WGS				P5009-N1-DNA1					Library construction WGS																			P15009-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5010-N1	Nucleic acid extraction WGS				P5010-N1-DNA1					Library construction WGS																			P15010-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5011-N1	Nucleic acid extraction WGS				P5011-N1-DNA1					Library construction WGS																			P15011-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5012-N1	Nucleic acid extraction WGS				P5012-N1-DNA1					Library construction WGS																			P15012-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5013-N1	Nucleic acid extraction WGS				P5013-N1-DNA1					Library construction WGS																			P15013-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5014-N1	Nucleic acid extraction WGS				P5014-N1-DNA1					Library construction WGS																			P15014-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5015-N1	Nucleic acid extraction WGS				P5015-N1-DNA1					Library construction WGS																			P15015-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5016-N1	Nucleic acid extraction WGS				P5016-N1-DNA1					Library construction WGS																			P15016-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5017-N1	Nucleic acid extraction WGS				P5017-N1-DNA1					Library construction WGS																			P15017-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5018-N1	Nucleic acid extraction WGS				P5018-N1-DNA1					Library construction WGS																			P15018-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5019-N1	Nucleic acid extraction WGS				P5019-N1-DNA1					Library construction WGS																			P15019-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5020-N1	Nucleic acid extraction WGS				P5020-N1-DNA1					Library construction WGS																			P15020-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5021-N1	Nucleic acid extraction WGS				P5021-N1-DNA1					Library construction WGS																			P15021-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5022-N1	Nucleic acid extraction WGS				P5022-N1-DNA1					Library construction WGS																			P15022-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5023-N1	Nucleic acid extraction WGS				P5023-N1-DNA1					Library construction WGS																			P15023-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5024-N1	Nucleic acid extraction WGS				P5024-N1-DNA1					Library construction WGS																			P15024-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5025-N1	Nucleic acid extraction WGS				P5025-N1-DNA1					Library construction WGS																			P15025-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5026-N1	Nucleic acid extraction WGS				P5026-N1-DNA1					Library construction WGS																			P15026-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5027-N1	Nucleic acid extraction WGS				P5027-N1-DNA1					Library construction WGS																			P15027-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5028-N1	Nucleic acid extraction WGS				P5028-N1-DNA1					Library construction WGS																			P15028-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5029-N1	Nucleic acid extraction WGS				P5029-N1-DNA1					Library construction WGS																			P15029-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5030-N1	Nucleic acid extraction WGS				P5030-N1-DNA1					Library construction WGS																			P15030-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5031-N1	Nucleic acid extraction WGS				P5031-N1-DNA1					Library construction WGS																			P15031-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5032-N1	Nucleic acid extraction WGS				P5032-N1-DNA1					Library construction WGS																			P15032-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5033-N1	Nucleic acid extraction WGS				P5033-N1-DNA1					Library construction WGS																			P15033-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5034-N1	Nucleic acid extraction WGS				P5034-N1-DNA1					Library construction WGS																			P15034-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5035-N1	Nucleic acid extraction WGS				P5035-N1-DNA1					Library construction WGS																			P15035-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5036-N1	Nucleic acid extraction WGS				P5036-N1-DNA1					Library construction WGS																			P15036-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5037-N1	Nucleic acid extraction WGS				P5037-N1-DNA1					Library construction WGS																			P15037-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5038-N1	Nucleic acid extraction WGS				P5038-N1-DNA1					Library construction WGS																			P15038-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5039-N1	Nucleic acid extraction WGS				P5039-N1-DNA1					Library construction WGS																			P15039-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5040-N1	Nucleic acid extraction WGS				P5040-N1-DNA1					Library construction WGS																			P15040-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5041-N1	Nucleic acid extraction WGS				P5041-N1-DNA1					Library construction WGS																			P15041-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5042-N1	Nucleic acid extraction WGS				P5042-N1-DNA1					Library construction WGS																			P15042-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5043-N1	Nucleic acid extraction WGS				P5043-N1-DNA1					Library construction WGS																			P15043-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5044-N1	Nucleic acid extraction WGS				P5044-N1-DNA1					Library construction WGS																			P15044-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5045-N1	Nucleic acid extraction WGS				P5045-N1-DNA1					Library construction WGS																			P15045-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5046-N1	Nucleic acid extraction WGS				P5046-N1-DNA1					Library construction WGS																			P15046-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5047-N1	Nucleic acid extraction WGS				P5047-N1-DNA1					Library construction WGS																			P15047-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5048-N1	Nucleic acid extraction WGS				P5048-N1-DNA1					Library construction WGS																			P15048-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5049-N1	Nucleic acid extraction WGS				P5049-N1-DNA1					Library construction WGS																			P15049-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5050-N1	Nucleic acid extraction WGS				P5050-N1-DNA1					Library construction WGS																			P15050-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5051-N1	Nucleic acid extraction WGS				P5051-N1-DNA1					Library construction WGS																			P15051-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5052-N1	Nucleic acid extraction WGS				P5052-N1-DNA1					Library construction WGS																			P15052-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5053-N1	Nucleic acid extraction WGS				P5053-N1-DNA1					Library construction WGS																			P15053-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5054-N1	Nucleic acid extraction WGS				P5054-N1-DNA1					Library construction WGS																			P15054-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5055-N1	Nucleic acid extraction WGS				P5055-N1-DNA1					Library construction WGS																			P15055-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5056-N1	Nucleic acid extraction WGS				P5056-N1-DNA1					Library construction WGS																			P15056-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5057-N1	Nucleic acid extraction WGS				P5057-N1-DNA1					Library construction WGS																			P15057-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5058-N1	Nucleic acid extraction WGS				P5058-N1-DNA1					Library construction WGS																			P15058-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5059-N1	Nucleic acid extraction WGS				P5059-N1-DNA1					Library construction WGS																			P15059-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5060-N1	Nucleic acid extraction WGS				P5060-N1-DNA1					Library construction WGS																			P15060-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5061-N1	Nucleic acid extraction WGS				P5061-N1-DNA1					Library construction WGS																			P15061-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5062-N1	Nucleic acid extraction WGS				P5062-N1-DNA1					Library construction WGS																			P15062-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5063-N1	Nucleic acid extraction WGS				P5063-N1-DNA1					Library construction WGS																			P15063-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5064-N1	Nucleic acid extraction WGS				P5064-N1-DNA1					Library construction WGS																			P15064-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5065-N1	Nucleic acid extraction WGS				P5065-N1-DNA1					Library construction WGS																			P15065-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5066-N1	Nucleic acid extraction WGS				P5066-N1-DNA1					Library construction WGS																			P15066-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5067-N1	Nucleic acid extraction WGS				P5067-N1-DNA1					Library construction WGS																			P15067-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5068-N1	Nucleic acid extraction WGS				P5068-N1-DNA1					Library construction WGS																			P15068-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5069-N1	Nucleic acid extraction WGS				P5069-N1-DNA1					Library construction WGS																			P15069-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5070-N1	Nucleic acid extraction WGS				P5070-N1-DNA1					Library construction WGS																			P15070-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5071-N1	Nucleic acid extraction WGS				P5071-N1-DNA1					Library construction WGS																			P15071-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5072-N1	Nucleic acid extraction WGS				P5072-N1-DNA1					Library construction WGS																			P15072-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5073-N1	Nucleic acid extraction WGS				P5073-N1-DNA1					Library construction WGS																			P15073-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5074-N1	Nucleic acid extraction WGS				P5074-N1-DNA1					Library construction WGS																			P15074-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5075-N1	Nucleic acid extraction WGS				P5075-N1-DNA1					Library construction WGS																			P15075-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5076-N1	Nucleic acid extraction WGS				P5076-N1-DNA1					Library construction WGS																			P15076-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5077-N1	Nucleic acid extraction WGS				P5077-N1-DNA1					Library construction WGS																			P15077-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5078-N1	Nucleic acid extraction WGS				P5078-N1-DNA1					Library construction WGS																			P15078-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5079-N1	Nucleic acid extraction WGS				P5079-N1-DNA1					Library construction WGS																			P15079-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5080-N1	Nucleic acid extraction WGS				P5080-N1-DNA1					Library construction WGS																			P15080-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5081-N1	Nucleic acid extraction WGS				P5081-N1-DNA1					Library construction WGS																			P15081-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5082-N1	Nucleic acid extraction WGS				P5082-N1-DNA1					Library construction WGS																			P15082-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5083-N1	Nucleic acid extraction WGS				P5083-N1-DNA1					Library construction WGS																			P15083-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5084-N1	Nucleic acid extraction WGS				P5084-N1-DNA1					Library construction WGS																			P15084-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5085-N1	Nucleic acid extraction WGS				P5085-N1-DNA1					Library construction WGS																			P15085-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5086-N1	Nucleic acid extraction WGS				P5086-N1-DNA1					Library construction WGS																			P15086-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5087-N1	Nucleic acid extraction WGS				P5087-N1-DNA1					Library construction WGS																			P15087-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5088-N1	Nucleic acid extraction WGS				P5088-N1-DNA1					Library construction WGS																			P15088-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5089-N1	Nucleic acid extraction WGS				P5089-N1-DNA1					Library construction WGS																			P15089-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5090-N1	Nucleic acid extraction WGS				P5090-N1-DNA1					Library construction WGS																			P15090-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5091-N1	Nucleic acid extraction WGS				P5091-N1-DNA1					Library construction WGS																			P15091-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5092-N1	Nucleic acid extraction WGS				P5092-N1-DNA1					Library construction WGS																			P15092-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5093-N1	Nucleic acid extraction WGS				P5093-N1-DNA1					Library construction WGS																			P15093-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5094-N1	Nucleic acid extraction WGS				P5094-N1-DNA1					Library construction WGS																			P15094-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5095-N1	Nucleic acid extraction WGS				P5095-N1-DNA1					Library construction WGS																			P15095-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5096-N1	Nucleic acid extraction WGS				P5096-N1-DNA1					Library construction WGS																			P15096-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5097-N1	Nucleic acid extraction WGS				P5097-N1-DNA1					Library construction WGS																			P15097-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
P5098-N1	Nucleic acid extraction WGS				P5098-N1-DNA1					Library construction WGS																			P15098-N1-DNA1-WGS1						Nucleic acid sequencing WGS								
